Назва,Категорія,Місто,Ціна (грн),Ціна (сирова),Торг,Бізнес,Дата
Хлопчик чихуахуа 4 місяці,Тварини,Київ,12000,12 000 грн.,false,false,
Чудесные щенки в дар!,Тварини,Харків,,Безкоштовно,false,false,
Мейн кун котята  с документами,Тварини,Київ,25000,25 000 грн.,false,false,
Добрый Медведик‼️ :) В семью!,Тварини,Київ,,Безкоштовно,false,false,
100% Англо-нубійська коза,Тварини,Київ,10000,10 000 грн.,false,false,
Когтеточка Feandrea для кошек с подушкой и платформой Дряпка для котов,Тварини,Львів,5300,5 300 грн.,false,false,
Собачка мальтіпу,Тварини,Львів,33071,33 071.34 грн.,false,false,
Лежанка PetBed для песиків чи котиків розмір М,Тварини,Київ,1300,1 300 грн.,false,false,
"Аквариумные рыбки, скалярии, неоны, гуппи, растения, аквариумы,",Тварини,Харків,15,15 грн.,false,false,
Маленькая Изи кошечка бесплатно,Тварини,Одеса,,Безкоштовно,false,false,
Вы бачили когось миліше цього хлопчика,Тварини,Київ,40438,40 438.75 грн.,false,false,
"Котики, киці. Прекрасна Маркіза, 5м красуні, шукає сім’ю, срочно!",Тварини,Київ,50,50 грн.,false,false,
Бенгальський котик,Тварини,Одеса,17000,17 000 грн.Договірна,true,false,
ЭКСКЛЮЗИВНЫЕ будки | Будка для собаки с МИНИВОЛЬЕРОМ,Тварини,Київ,35000,35 000 грн.,false,false,
"Пушистая кошка Марфуша, 6 лет, стерилизована",Тварини,Київ,,Безкоштовно,false,false,
Дуже гарні цуценята алабая,Тварини,Дніпро,35383,35 383.91 грн.Договірна,true,false,
Продам собаку Стаффордширский терьер,Тварини,Одеса,39685,39 685.61 грн.,false,false,
Пеленки многоразовые собак туалет багаторазові пелюшки морских свинок,Тварини,Київ,196,196 грн.,false,false,
"Міні кролик висловухий карликові карликовые кролики карликовий,опт",Тварини,Київ,699,699 грн.,false,false,
Кошечка Ромашка из приюта бесплатно,Тварини,Одеса,,Безкоштовно,false,false,
"Пес, собачка, молодий песик Макс (1,5 р.) в пошуках дому!",Тварини,Київ,,Безкоштовно,false,false,
‼️АКЦИЯ‼️Клетка-вольер НОВАЯ 78х50х140 см,Тварини,Харків,5350,5 350 грн.,false,false,
"Продам малька кої, комети та інші види декоративних риб",Тварини,Київ,100,100 грн.,false,false,
"Тея - Самая Лучшая Черепаховая Кошечка - 1 год, стерилизована",Тварини,Київ,100,100 грн.,false,false,
"Быстрый старт аквариума, рыбки, корма, фильтра, химия для запуска",Тварини,Харків,110,110 грн.,false,false,
Продам аквариум!!!,Тварини,Київ,3000,3 000 грн.,false,false,
Терміново шукає дім кішка,Тварини,Київ,,Безкоштовно,false,false,
ніжна муркотлива та лагідна киця,Тварини,Львів,,Безкоштовно,false,false,
"цуценята чишки білосніжного,кремового та лилового  забарвлення",Тварини,Одеса,8000,8 000 грн.Договірна,true,false,
Котята  Мейн кун из проф питомника,Тварини,Київ,25000,25 000 грн.,false,false,
Клітка переноска для собак розбірна металева/Різні розміри,Тварини,Львів,1290,1 290 грн.,false,false,
"Терміново‼️ Британка, до 1 ріку, віддається",Тварини,Київ,,Безкоштовно,false,false,
Киця Джо 1 рік шукає родину,Тварини,Київ,,Безкоштовно,false,false,
Дівчата Американський Буллі,Тварини,Київ,30866,30 866.58 грн.,false,false,
